"country","resort","year","month","date","lower","upper"
"Austria","Tschagguns-Montafon",2013,11,"2013-11-1",0,0
"Austria","Tschagguns-Montafon",2015,11,"2015-11-1",0,4
"Austria","Tschagguns-Montafon",2016,11,"2016-11-1",0,0
"Austria","Tschagguns-Montafon",2013,12,"2013-12-1",20,62
"Austria","Tschagguns-Montafon",2014,12,"2014-12-1",31,133
"Austria","Tschagguns-Montafon",2015,12,"2015-12-1",13,57
"Austria","Tschagguns-Montafon",2016,12,"2016-12-1",13,45
"Austria","Tschagguns-Montafon",2014,1,"2014-1-1",29,96
"Austria","Tschagguns-Montafon",2015,1,"2015-1-1",29,181
"Austria","Tschagguns-Montafon",2016,1,"2016-1-1",55,128
"Austria","Tschagguns-Montafon",2017,1,"2017-1-1",20,71
"Austria","Tschagguns-Montafon",2014,2,"2014-2-1",53,128
"Austria","Tschagguns-Montafon",2015,2,"2015-2-1",58,221
"Austria","Tschagguns-Montafon",2016,2,"2016-2-1",76,207
"Austria","Tschagguns-Montafon",2014,3,"2014-3-1",42,135
"Austria","Tschagguns-Montafon",2015,3,"2015-3-1",44,251
"Austria","Tschagguns-Montafon",2016,3,"2016-3-1",79,230
"Austria","Tschagguns-Montafon",2014,4,"2014-4-1",16,102
"Austria","Tschagguns-Montafon",2015,4,"2015-4-1",48,270
"Austria","Tschagguns-Montafon",2016,4,"2016-4-1",41,152
"Austria","Mittersill---Kitzbuhel",2013,11,"2013-11-1",3,29
"Austria","Mittersill---Kitzbuhel",2015,11,"2015-11-1",1,46
"Austria","Mittersill---Kitzbuhel",2016,11,"2016-11-1",27,58
"Austria","Mittersill---Kitzbuhel",2013,12,"2013-12-1",17,68
"Austria","Mittersill---Kitzbuhel",2014,12,"2014-12-1",15,45
"Austria","Mittersill---Kitzbuhel",2015,12,"2015-12-1",41,45
"Austria","Mittersill---Kitzbuhel",2016,12,"2016-12-1",47,54
"Austria","Mittersill---Kitzbuhel",2014,1,"2014-1-1",39,88
"Austria","Mittersill---Kitzbuhel",2015,1,"2015-1-1",48,62
"Austria","Mittersill---Kitzbuhel",2016,1,"2016-1-1",31,60
"Austria","Mittersill---Kitzbuhel",2017,1,"2017-1-1",52,58
"Austria","Mittersill---Kitzbuhel",2014,2,"2014-2-1",39,103
"Austria","Mittersill---Kitzbuhel",2015,2,"2015-2-1",67,86
"Austria","Mittersill---Kitzbuhel",2016,2,"2016-2-1",56,86
"Austria","Mittersill---Kitzbuhel",2014,3,"2014-3-1",40,96
"Austria","Mittersill---Kitzbuhel",2015,3,"2015-3-1",72,104
"Austria","Mittersill---Kitzbuhel",2016,3,"2016-3-1",60,105
"Austria","Mittersill---Kitzbuhel",2014,4,"2014-4-1",7,64
"Austria","Mittersill---Kitzbuhel",2015,4,"2015-4-1",55,103
"Austria","Mittersill---Kitzbuhel",2016,4,"2016-4-1",25,86
"Austria","Axamer-Lizum",2013,11,"2013-11-1",6,20
"Austria","Axamer-Lizum",2015,11,"2015-11-1",3,12
"Austria","Axamer-Lizum",2016,11,"2016-11-1",0,0
"Austria","Axamer-Lizum",2013,12,"2013-12-1",51,72
"Austria","Axamer-Lizum",2014,12,"2014-12-1",36,66
"Austria","Axamer-Lizum",2015,12,"2015-12-1",9,21
"Austria","Axamer-Lizum",2016,12,"2016-12-1",6,13
"Austria","Axamer-Lizum",2014,1,"2014-1-1",51,89
"Austria","Axamer-Lizum",2015,1,"2015-1-1",46,83
"Austria","Axamer-Lizum",2016,1,"2016-1-1",28,51
"Austria","Axamer-Lizum",2017,1,"2017-1-1",10,20
"Austria","Axamer-Lizum",2014,2,"2014-2-1",70,118
"Austria","Axamer-Lizum",2015,2,"2015-2-1",65,106
"Austria","Axamer-Lizum",2016,2,"2016-2-1",59,101
"Austria","Axamer-Lizum",2014,3,"2014-3-1",74,130
"Austria","Axamer-Lizum",2015,3,"2015-3-1",67,119
"Austria","Axamer-Lizum",2016,3,"2016-3-1",65,117
"Austria","Axamer-Lizum",2014,4,"2014-4-1",29,75
"Austria","Axamer-Lizum",2015,4,"2015-4-1",19,41
"Austria","Axamer-Lizum",2016,4,"2016-4-1",8,21
"Austria","Ellmau",2013,11,"2013-11-1",0,0
"Austria","Ellmau",2015,11,"2015-11-1",0,2
"Austria","Ellmau",2016,11,"2016-11-1",0,0
"Austria","Ellmau",2013,12,"2013-12-1",19,43
"Austria","Ellmau",2014,12,"2014-12-1",31,56
"Austria","Ellmau",2015,12,"2015-12-1",10,28
"Austria","Ellmau",2016,12,"2016-12-1",20,38
"Austria","Ellmau",2014,1,"2014-1-1",21,49
"Austria","Ellmau",2015,1,"2015-1-1",43,64
"Austria","Ellmau",2016,1,"2016-1-1",34,53
"Austria","Ellmau",2017,1,"2017-1-1",31,38
"Austria","Ellmau",2014,2,"2014-2-1",36,69
"Austria","Ellmau",2015,2,"2015-2-1",66,87
"Austria","Ellmau",2016,2,"2016-2-1",53,63
"Austria","Ellmau",2014,3,"2014-3-1",20,52
"Austria","Ellmau",2015,3,"2015-3-1",40,64
"Austria","Ellmau",2016,3,"2016-3-1",48,59
"Austria","Ellmau",2014,4,"2014-4-1",0,0
"Austria","Ellmau",2015,4,"2015-4-1",3,7
"Austria","Ellmau",2016,4,"2016-4-1",1,2
"Austria","Mayrhofen",2013,11,"2013-11-1",2,7
"Austria","Mayrhofen",2015,11,"2015-11-1",3,12
"Austria","Mayrhofen",2016,11,"2016-11-1",0,9
"Austria","Mayrhofen",2013,12,"2013-12-1",10,81
"Austria","Mayrhofen",2014,12,"2014-12-1",2,25
"Austria","Mayrhofen",2015,12,"2015-12-1",1,20
"Austria","Mayrhofen",2016,12,"2016-12-1",0,69
"Austria","Mayrhofen",2014,1,"2014-1-1",6,65
"Austria","Mayrhofen",2015,1,"2015-1-1",14,52
"Austria","Mayrhofen",2016,1,"2016-1-1",4,47
"Austria","Mayrhofen",2017,1,"2017-1-1",5,84
"Austria","Mayrhofen",2014,2,"2014-2-1",6,83
"Austria","Mayrhofen",2015,2,"2015-2-1",6,73
"Austria","Mayrhofen",2016,2,"2016-2-1",1,92
"Austria","Mayrhofen",2014,3,"2014-3-1",2,60
"Austria","Mayrhofen",2015,3,"2015-3-1",0,76
"Austria","Mayrhofen",2016,3,"2016-3-1",2,109
"Austria","Mayrhofen",2014,4,"2014-4-1",0,25
"Austria","Mayrhofen",2015,4,"2015-4-1",0,34
"Austria","Mayrhofen",2016,4,"2016-4-1",0,27
"Austria","St-Wolfgang",2013,11,"2013-11-1",0,0
"Austria","St-Wolfgang",2015,11,"2015-11-1",0,0
"Austria","St-Wolfgang",2016,11,"2016-11-1",0,0
"Austria","St-Wolfgang",2013,12,"2013-12-1",6,30
"Austria","St-Wolfgang",2014,12,"2014-12-1",6,53
"Austria","St-Wolfgang",2015,12,"2015-12-1",0,6
"Austria","St-Wolfgang",2016,12,"2016-12-1",7,10
"Austria","St-Wolfgang",2014,1,"2014-1-1",16,64
"Austria","St-Wolfgang",2015,1,"2015-1-1",22,79
"Austria","St-Wolfgang",2016,1,"2016-1-1",10,49
"Austria","St-Wolfgang",2017,1,"2017-1-1",22,60
"Austria","St-Wolfgang",2014,2,"2014-2-1",7,44
"Austria","St-Wolfgang",2015,2,"2015-2-1",30,96
"Austria","St-Wolfgang",2016,2,"2016-2-1",2,48
"Austria","St-Wolfgang",2014,3,"2014-3-1",6,18
"Austria","St-Wolfgang",2015,3,"2015-3-1",5,51
"Austria","St-Wolfgang",2016,3,"2016-3-1",46,72
"Austria","St-Wolfgang",2014,4,"2014-4-1",0,0
"Austria","St-Wolfgang",2015,4,"2015-4-1",0,0
"Austria","St-Wolfgang",2016,4,"2016-4-1",0,0
"Austria","Zell-am-See",2013,11,"2013-11-1",0,0
"Austria","Zell-am-See",2015,11,"2015-11-1",0,2
"Austria","Zell-am-See",2016,11,"2016-11-1",11,47
"Austria","Zell-am-See",2013,12,"2013-12-1",10,57
"Austria","Zell-am-See",2014,12,"2014-12-1",5,41
"Austria","Zell-am-See",2015,12,"2015-12-1",0,30
"Austria","Zell-am-See",2016,12,"2016-12-1",11,40
"Austria","Zell-am-See",2014,1,"2014-1-1",12,78
"Austria","Zell-am-See",2015,1,"2015-1-1",20,84
"Austria","Zell-am-See",2016,1,"2016-1-1",14,54
"Austria","Zell-am-See",2017,1,"2017-1-1",23,56
"Austria","Zell-am-See",2014,2,"2014-2-1",19,113
"Austria","Zell-am-See",2015,2,"2015-2-1",18,112
"Austria","Zell-am-See",2016,2,"2016-2-1",32,100
"Austria","Zell-am-See",2014,3,"2014-3-1",9,98
"Austria","Zell-am-See",2015,3,"2015-3-1",10,117
"Austria","Zell-am-See",2016,3,"2016-3-1",30,137
"Austria","Zell-am-See",2014,4,"2014-4-1",4,45
"Austria","Zell-am-See",2015,4,"2015-4-1",3,65
"Austria","Zell-am-See",2016,4,"2016-4-1",11,39
"Austria","St-Johann-in-Tirol",2013,11,"2013-11-1",0,0
"Austria","St-Johann-in-Tirol",2015,11,"2015-11-1",0,0
"Austria","St-Johann-in-Tirol",2016,11,"2016-11-1",0,0
"Austria","St-Johann-in-Tirol",2013,12,"2013-12-1",8,69
"Austria","St-Johann-in-Tirol",2014,12,"2014-12-1",26,65
"Austria","St-Johann-in-Tirol",2015,12,"2015-12-1",0,12
"Austria","St-Johann-in-Tirol",2016,12,"2016-12-1",11,11
"Austria","St-Johann-in-Tirol",2014,1,"2014-1-1",21,63
"Austria","St-Johann-in-Tirol",2015,1,"2015-1-1",28,87
"Austria","St-Johann-in-Tirol",2016,1,"2016-1-1",26,65
"Austria","St-Johann-in-Tirol",2017,1,"2017-1-1",20,25
"Austria","St-Johann-in-Tirol",2014,2,"2014-2-1",22,105
"Austria","St-Johann-in-Tirol",2015,2,"2015-2-1",81,156
"Austria","St-Johann-in-Tirol",2016,2,"2016-2-1",56,113
"Austria","St-Johann-in-Tirol",2014,3,"2014-3-1",5,55
"Austria","St-Johann-in-Tirol",2015,3,"2015-3-1",16,92
"Austria","St-Johann-in-Tirol",2016,3,"2016-3-1",34,86
"Austria","St-Johann-in-Tirol",2014,4,"2014-4-1",0,0
"Austria","St-Johann-in-Tirol",2015,4,"2015-4-1",0,6
"Austria","St-Johann-in-Tirol",2016,4,"2016-4-1",0,1
"Austria","Kirchberg",2013,11,"2013-11-1",5,27
"Austria","Kirchberg",2015,11,"2015-11-1",1,45
"Austria","Kirchberg",2016,11,"2016-11-1",30,58
"Austria","Kirchberg",2013,12,"2013-12-1",32,69
"Austria","Kirchberg",2014,12,"2014-12-1",16,46
"Austria","Kirchberg",2015,12,"2015-12-1",42,45
"Austria","Kirchberg",2016,12,"2016-12-1",46,54
"Austria","Kirchberg",2014,1,"2014-1-1",39,90
"Austria","Kirchberg",2015,1,"2015-1-1",50,64
"Austria","Kirchberg",2016,1,"2016-1-1",29,67
"Austria","Kirchberg",2017,1,"2017-1-1",53,59
"Austria","Kirchberg",2014,2,"2014-2-1",47,95
"Austria","Kirchberg",2015,2,"2015-2-1",66,86
"Austria","Kirchberg",2016,2,"2016-2-1",55,85
"Austria","Kirchberg",2014,3,"2014-3-1",39,90
"Austria","Kirchberg",2015,3,"2015-3-1",72,104
"Austria","Kirchberg",2016,3,"2016-3-1",60,112
"Austria","Kirchberg",2014,4,"2014-4-1",6,41
"Austria","Kirchberg",2015,4,"2015-4-1",21,37
"Austria","Kirchberg",2016,4,"2016-4-1",20,84
"Austria","Westendorf",2013,11,"2013-11-1",0,0
"Austria","Westendorf",2015,11,"2015-11-1",0,2
"Austria","Westendorf",2016,11,"2016-11-1",0,0
"Austria","Westendorf",2013,12,"2013-12-1",10,48
"Austria","Westendorf",2014,12,"2014-12-1",31,56
"Austria","Westendorf",2015,12,"2015-12-1",10,29
"Austria","Westendorf",2016,12,"2016-12-1",20,37
"Austria","Westendorf",2014,1,"2014-1-1",17,57
"Austria","Westendorf",2015,1,"2015-1-1",43,64
"Austria","Westendorf",2016,1,"2016-1-1",34,53
"Austria","Westendorf",2017,1,"2017-1-1",31,38
"Austria","Westendorf",2014,2,"2014-2-1",40,71
"Austria","Westendorf",2015,2,"2015-2-1",66,87
"Austria","Westendorf",2016,2,"2016-2-1",53,65
"Austria","Westendorf",2014,3,"2014-3-1",22,53
"Austria","Westendorf",2015,3,"2015-3-1",40,64
"Austria","Westendorf",2016,3,"2016-3-1",48,59
"Austria","Westendorf",2014,4,"2014-4-1",0,0
"Austria","Westendorf",2015,4,"2015-4-1",6,17
"Austria","Westendorf",2016,4,"2016-4-1",1,2
"Austria","Wildschonau",2013,11,"2013-11-1",0,0
"Austria","Wildschonau",2015,11,"2015-11-1",0,3
"Austria","Wildschonau",2016,11,"2016-11-1",0,0
"Austria","Wildschonau",2013,12,"2013-12-1",11,47
"Austria","Wildschonau",2014,12,"2014-12-1",20,61
"Austria","Wildschonau",2015,12,"2015-12-1",4,40
"Austria","Wildschonau",2016,12,"2016-12-1",31,39
"Austria","Wildschonau",2014,1,"2014-1-1",30,76
"Austria","Wildschonau",2015,1,"2015-1-1",37,85
"Austria","Wildschonau",2016,1,"2016-1-1",35,92
"Austria","Wildschonau",2017,1,"2017-1-1",40,72
"Austria","Wildschonau",2014,2,"2014-2-1",28,100
"Austria","Wildschonau",2015,2,"2015-2-1",53,121
"Austria","Wildschonau",2016,2,"2016-2-1",36,119
"Austria","Wildschonau",2014,3,"2014-3-1",28,92
"Austria","Wildschonau",2015,3,"2015-3-1",48,105
"Austria","Wildschonau",2016,3,"2016-3-1",49,139
"Austria","Wildschonau",2014,4,"2014-4-1",1,13
"Austria","Wildschonau",2015,4,"2015-4-1",12,42
"Austria","Wildschonau",2016,4,"2016-4-1",1,27
"Austria","Fugen",2013,11,"2013-11-1",0,7
"Austria","Fugen",2015,11,"2015-11-1",0,1
"Austria","Fugen",2016,11,"2016-11-1",0,0
"Austria","Fugen",2013,12,"2013-12-1",17,54
"Austria","Fugen",2014,12,"2014-12-1",30,58
"Austria","Fugen",2015,12,"2015-12-1",4,28
"Austria","Fugen",2016,12,"2016-12-1",18,36
"Austria","Fugen",2014,1,"2014-1-1",24,57
"Austria","Fugen",2015,1,"2015-1-1",40,76
"Austria","Fugen",2016,1,"2016-1-1",9,51
"Austria","Fugen",2017,1,"2017-1-1",30,50
"Austria","Fugen",2014,2,"2014-2-1",29,71
"Austria","Fugen",2015,2,"2015-2-1",51,107
"Austria","Fugen",2016,2,"2016-2-1",6,95
"Austria","Fugen",2014,3,"2014-3-1",44,76
"Austria","Fugen",2015,3,"2015-3-1",60,120
"Austria","Fugen",2016,3,"2016-3-1",58,112
"Austria","Fugen",2014,4,"2014-4-1",11,62
"Austria","Fugen",2015,4,"2015-4-1",29,81
"Austria","Fugen",2016,4,"2016-4-1",12,30
"Austria","Seefeld",2013,11,"2013-11-1",0,0
"Austria","Seefeld",2015,11,"2015-11-1",0,2
"Austria","Seefeld",2016,11,"2016-11-1",0,0
"Austria","Seefeld",2013,12,"2013-12-1",8,22
"Austria","Seefeld",2014,12,"2014-12-1",18,56
"Austria","Seefeld",2015,12,"2015-12-1",10,30
"Austria","Seefeld",2016,12,"2016-12-1",18,37
"Austria","Seefeld",2014,1,"2014-1-1",23,48
"Austria","Seefeld",2015,1,"2015-1-1",17,50
"Austria","Seefeld",2016,1,"2016-1-1",25,57
"Austria","Seefeld",2017,1,"2017-1-1",30,52
"Austria","Seefeld",2014,2,"2014-2-1",26,53
"Austria","Seefeld",2015,2,"2015-2-1",46,110
"Austria","Seefeld",2016,2,"2016-2-1",18,52
"Austria","Seefeld",2014,3,"2014-3-1",12,44
"Austria","Seefeld",2015,3,"2015-3-1",28,76
"Austria","Seefeld",2016,3,"2016-3-1",26,45
"Austria","Seefeld",2014,4,"2014-4-1",0,0
"Austria","Seefeld",2015,4,"2015-4-1",2,5
"Austria","Seefeld",2016,4,"2016-4-1",1,1
"Austria","St-Anton",2013,11,"2013-11-1",0,0
"Austria","St-Anton",2015,11,"2015-11-1",0,4
"Austria","St-Anton",2016,11,"2016-11-1",0,0
"Austria","St-Anton",2013,12,"2013-12-1",20,62
"Austria","St-Anton",2014,12,"2014-12-1",31,133
"Austria","St-Anton",2015,12,"2015-12-1",13,57
"Austria","St-Anton",2016,12,"2016-12-1",13,45
"Austria","St-Anton",2014,1,"2014-1-1",29,96
"Austria","St-Anton",2015,1,"2015-1-1",29,181
"Austria","St-Anton",2016,1,"2016-1-1",55,128
"Austria","St-Anton",2017,1,"2017-1-1",20,71
"Austria","St-Anton",2014,2,"2014-2-1",53,128
"Austria","St-Anton",2015,2,"2015-2-1",58,221
"Austria","St-Anton",2016,2,"2016-2-1",76,207
"Austria","St-Anton",2014,3,"2014-3-1",42,135
"Austria","St-Anton",2015,3,"2015-3-1",44,251
"Austria","St-Anton",2016,3,"2016-3-1",79,230
"Austria","St-Anton",2014,4,"2014-4-1",16,102
"Austria","St-Anton",2015,4,"2015-4-1",48,270
"Austria","St-Anton",2016,4,"2016-4-1",41,152
"Austria","Filzmoos",2013,11,"2013-11-1",0,0
"Austria","Filzmoos",2015,11,"2015-11-1",0,0
"Austria","Filzmoos",2016,11,"2016-11-1",0,0
"Austria","Filzmoos",2013,12,"2013-12-1",12,26
"Austria","Filzmoos",2014,12,"2014-12-1",50,81
"Austria","Filzmoos",2015,12,"2015-12-1",24,24
"Austria","Filzmoos",2016,12,"2016-12-1",15,18
"Austria","Filzmoos",2014,1,"2014-1-1",37,85
"Austria","Filzmoos",2015,1,"2015-1-1",77,133
"Austria","Filzmoos",2016,1,"2016-1-1",51,61
"Austria","Filzmoos",2017,1,"2017-1-1",65,83
"Austria","Filzmoos",2014,2,"2014-2-1",42,92
"Austria","Filzmoos",2015,2,"2015-2-1",92,164
"Austria","Filzmoos",2016,2,"2016-2-1",61,101
"Austria","Filzmoos",2014,3,"2014-3-1",30,89
"Austria","Filzmoos",2015,3,"2015-3-1",58,152
"Austria","Filzmoos",2016,3,"2016-3-1",64,112
"Austria","Filzmoos",2014,4,"2014-4-1",0,0
"Austria","Filzmoos",2015,4,"2015-4-1",4,15
"Austria","Filzmoos",2016,4,"2016-4-1",1,4
"Austria","Schladming",2013,11,"2013-11-1",2,20
"Austria","Schladming",2015,11,"2015-11-1",8,14
"Austria","Schladming",2016,11,"2016-11-1",0,63
"Austria","Schladming",2013,12,"2013-12-1",36,67
"Austria","Schladming",2014,12,"2014-12-1",23,53
"Austria","Schladming",2015,12,"2015-12-1",44,53
"Austria","Schladming",2016,12,"2016-12-1",43,103
"Austria","Schladming",2014,1,"2014-1-1",45,76
"Austria","Schladming",2015,1,"2015-1-1",55,89
"Austria","Schladming",2016,1,"2016-1-1",53,73
"Austria","Schladming",2017,1,"2017-1-1",70,130
"Austria","Schladming",2014,2,"2014-2-1",70,109
"Austria","Schladming",2015,2,"2015-2-1",77,136
"Austria","Schladming",2016,2,"2016-2-1",60,98
"Austria","Schladming",2014,3,"2014-3-1",53,115
"Austria","Schladming",2015,3,"2015-3-1",80,145
"Austria","Schladming",2016,3,"2016-3-1",59,130
"Austria","Schladming",2014,4,"2014-4-1",4,67
"Austria","Schladming",2015,4,"2015-4-1",22,47
"Austria","Schladming",2016,4,"2016-4-1",4,33
"Austria","Finkenberg",2013,11,"2013-11-1",0,0
"Austria","Finkenberg",2015,11,"2015-11-1",0,1
"Austria","Finkenberg",2016,11,"2016-11-1",0,5
"Austria","Finkenberg",2013,12,"2013-12-1",5,54
"Austria","Finkenberg",2014,12,"2014-12-1",11,28
"Austria","Finkenberg",2015,12,"2015-12-1",2,24
"Austria","Finkenberg",2016,12,"2016-12-1",0,66
"Austria","Finkenberg",2014,1,"2014-1-1",13,54
"Austria","Finkenberg",2015,1,"2015-1-1",18,60
"Austria","Finkenberg",2016,1,"2016-1-1",6,32
"Austria","Finkenberg",2017,1,"2017-1-1",7,91
"Austria","Finkenberg",2014,2,"2014-2-1",30,80
"Austria","Finkenberg",2015,2,"2015-2-1",30,92
"Austria","Finkenberg",2016,2,"2016-2-1",9,54
"Austria","Finkenberg",2014,3,"2014-3-1",21,104
"Austria","Finkenberg",2015,3,"2015-3-1",11,105
"Austria","Finkenberg",2016,3,"2016-3-1",6,116
"Austria","Finkenberg",2014,4,"2014-4-1",0,80
"Austria","Finkenberg",2015,4,"2015-4-1",0,28
"Austria","Finkenberg",2016,4,"2016-4-1",0,27
"Austria","St-Anton-Montafon",2013,11,"2013-11-1",0,0
"Austria","St-Anton-Montafon",2015,11,"2015-11-1",0,4
"Austria","St-Anton-Montafon",2016,11,"2016-11-1",0,0
"Austria","St-Anton-Montafon",2013,12,"2013-12-1",20,62
"Austria","St-Anton-Montafon",2014,12,"2014-12-1",31,133
"Austria","St-Anton-Montafon",2015,12,"2015-12-1",13,57
"Austria","St-Anton-Montafon",2016,12,"2016-12-1",13,45
"Austria","St-Anton-Montafon",2014,1,"2014-1-1",29,96
"Austria","St-Anton-Montafon",2015,1,"2015-1-1",29,181
"Austria","St-Anton-Montafon",2016,1,"2016-1-1",55,128
"Austria","St-Anton-Montafon",2017,1,"2017-1-1",20,71
"Austria","St-Anton-Montafon",2014,2,"2014-2-1",53,128
"Austria","St-Anton-Montafon",2015,2,"2015-2-1",58,221
"Austria","St-Anton-Montafon",2016,2,"2016-2-1",76,207
"Austria","St-Anton-Montafon",2014,3,"2014-3-1",42,135
"Austria","St-Anton-Montafon",2015,3,"2015-3-1",44,251
"Austria","St-Anton-Montafon",2016,3,"2016-3-1",79,230
"Austria","St-Anton-Montafon",2014,4,"2014-4-1",16,102
"Austria","St-Anton-Montafon",2015,4,"2015-4-1",48,270
"Austria","St-Anton-Montafon",2016,4,"2016-4-1",41,152
"Austria","Niederau-Oberau",2013,11,"2013-11-1",0,0
"Austria","Niederau-Oberau",2015,11,"2015-11-1",0,0
"Austria","Niederau-Oberau",2016,11,"2016-11-1",0,0
"Austria","Niederau-Oberau",2013,12,"2013-12-1",2,14
"Austria","Niederau-Oberau",2014,12,"2014-12-1",20,61
"Austria","Niederau-Oberau",2015,12,"2015-12-1",2,32
"Austria","Niederau-Oberau",2016,12,"2016-12-1",27,40
"Austria","Niederau-Oberau",2014,1,"2014-1-1",32,75
"Austria","Niederau-Oberau",2015,1,"2015-1-1",37,85
"Austria","Niederau-Oberau",2016,1,"2016-1-1",34,90
"Austria","Niederau-Oberau",2017,1,"2017-1-1",35,63
"Austria","Niederau-Oberau",2014,2,"2014-2-1",29,100
"Austria","Niederau-Oberau",2015,2,"2015-2-1",53,121
"Austria","Niederau-Oberau",2016,2,"2016-2-1",36,119
"Austria","Niederau-Oberau",2014,3,"2014-3-1",28,92
"Austria","Niederau-Oberau",2015,3,"2015-3-1",48,105
"Austria","Niederau-Oberau",2016,3,"2016-3-1",49,139
"Austria","Niederau-Oberau",2014,4,"2014-4-1",0,12
"Austria","Niederau-Oberau",2015,4,"2015-4-1",7,19
"Austria","Niederau-Oberau",2016,4,"2016-4-1",1,27
"Austria","Galtur",2013,11,"2013-11-1",0,0
"Austria","Galtur",2015,11,"2015-11-1",1,2
"Austria","Galtur",2016,11,"2016-11-1",0,0
"Austria","Galtur",2013,12,"2013-12-1",23,38
"Austria","Galtur",2014,12,"2014-12-1",31,51
"Austria","Galtur",2015,12,"2015-12-1",15,30
"Austria","Galtur",2016,12,"2016-12-1",1,25
"Austria","Galtur",2014,1,"2014-1-1",41,74
"Austria","Galtur",2015,1,"2015-1-1",35,69
"Austria","Galtur",2016,1,"2016-1-1",36,56
"Austria","Galtur",2017,1,"2017-1-1",25,51
"Austria","Galtur",2014,2,"2014-2-1",55,107
"Austria","Galtur",2015,2,"2015-2-1",50,90
"Austria","Galtur",2016,2,"2016-2-1",53,96
"Austria","Galtur",2014,3,"2014-3-1",49,119
"Austria","Galtur",2015,3,"2015-3-1",47,111
"Austria","Galtur",2016,3,"2016-3-1",40,122
"Austria","Galtur",2014,4,"2014-4-1",19,81
"Austria","Galtur",2015,4,"2015-4-1",20,47
"Austria","Galtur",2016,4,"2016-4-1",7,29
"Bulgaria","Borovets",2013,11,"2013-11-1",0,0
"Bulgaria","Borovets",2015,11,"2015-11-1",0,0
"Bulgaria","Borovets",2016,11,"2016-11-1",0,0
"Bulgaria","Borovets",2013,12,"2013-12-1",31,41
"Bulgaria","Borovets",2014,12,"2014-12-1",48,55
"Bulgaria","Borovets",2015,12,"2015-12-1",9,19
"Bulgaria","Borovets",2016,12,"2016-12-1",14,62
"Bulgaria","Borovets",2014,1,"2014-1-1",70,80
"Bulgaria","Borovets",2015,1,"2015-1-1",81,93
"Bulgaria","Borovets",2016,1,"2016-1-1",57,75
"Bulgaria","Borovets",2017,1,"2017-1-1",100,121
"Bulgaria","Borovets",2014,2,"2014-2-1",70,80
"Bulgaria","Borovets",2015,2,"2015-2-1",172,222
"Bulgaria","Borovets",2016,2,"2016-2-1",77,97
"Bulgaria","Borovets",2014,3,"2014-3-1",80,114
"Bulgaria","Borovets",2015,3,"2015-3-1",236,299
"Bulgaria","Borovets",2016,3,"2016-3-1",80,90
"Bulgaria","Borovets",2014,4,"2014-4-1",19,69
"Bulgaria","Borovets",2015,4,"2015-4-1",210,265
"Bulgaria","Borovets",2016,4,"2016-4-1",10,15
"Bulgaria","Bansko",2013,11,"2013-11-1",0,0
"Bulgaria","Bansko",2015,11,"2015-11-1",0,0
"Bulgaria","Bansko",2016,11,"2016-11-1",0,0
"Bulgaria","Bansko",2013,12,"2013-12-1",16,25
"Bulgaria","Bansko",2014,12,"2014-12-1",3,90
"Bulgaria","Bansko",2015,12,"2015-12-1",0,24
"Bulgaria","Bansko",2016,12,"2016-12-1",14,28
"Bulgaria","Bansko",2014,1,"2014-1-1",11,68
"Bulgaria","Bansko",2015,1,"2015-1-1",32,121
"Bulgaria","Bansko",2016,1,"2016-1-1",52,80
"Bulgaria","Bansko",2017,1,"2017-1-1",32,75
"Bulgaria","Bansko",2014,2,"2014-2-1",24,100
"Bulgaria","Bansko",2015,2,"2015-2-1",60,217
"Bulgaria","Bansko",2016,2,"2016-2-1",65,99
"Bulgaria","Bansko",2014,3,"2014-3-1",8,157
"Bulgaria","Bansko",2015,3,"2015-3-1",173,303
"Bulgaria","Bansko",2016,3,"2016-3-1",33,124
"Bulgaria","Bansko",2014,4,"2014-4-1",0,28
"Bulgaria","Bansko",2015,4,"2015-4-1",86,144
"Bulgaria","Bansko",2016,4,"2016-4-1",0,76
"Bulgaria","Pamporovo",2013,11,"2013-11-1",0,0
"Bulgaria","Pamporovo",2015,11,"2015-11-1",0,0
"Bulgaria","Pamporovo",2016,11,"2016-11-1",0,0
"Bulgaria","Pamporovo",2013,12,"2013-12-1",16,35
"Bulgaria","Pamporovo",2014,12,"2014-12-1",23,33
"Bulgaria","Pamporovo",2015,12,"2015-12-1",9,13
"Bulgaria","Pamporovo",2016,12,"2016-12-1",25,30
"Bulgaria","Pamporovo",2014,1,"2014-1-1",48,88
"Bulgaria","Pamporovo",2015,1,"2015-1-1",30,40
"Bulgaria","Pamporovo",2016,1,"2016-1-1",38,46
"Bulgaria","Pamporovo",2017,1,"2017-1-1",62,62
"Bulgaria","Pamporovo",2014,2,"2014-2-1",55,99
"Bulgaria","Pamporovo",2015,2,"2015-2-1",57,75
"Bulgaria","Pamporovo",2016,2,"2016-2-1",35,42
"Bulgaria","Pamporovo",2014,3,"2014-3-1",56,87
"Bulgaria","Pamporovo",2015,3,"2015-3-1",128,150
"Bulgaria","Pamporovo",2016,3,"2016-3-1",25,35
"Bulgaria","Pamporovo",2014,4,"2014-4-1",19,36
"Bulgaria","Pamporovo",2015,4,"2015-4-1",61,72
"Bulgaria","Pamporovo",2016,4,"2016-4-1",5,6
"Canada","Kimberley",2013,11,"2013-11-1",0,0
"Canada","Kimberley",2015,11,"2015-11-1",4,4
